word,total_freq,doc_freq,doc_ratio,AS_freq,AR_freq,RMJ_freq,AA_freq
apology,1,1,0.1,0,1,0,0
canadians,1,1,0.1,0,1,0,0
latemodern,1,1,0.1,0,1,0,0
technoculture,1,1,0.1,0,1,0,0
cyberspace,1,1,0.1,0,1,0,0
decry,1,1,0.1,0,1,0,0
loosen,1,1,0.1,0,1,0,0
normal,1,1,0.1,0,1,0,0
bidder,1,1,0.1,0,1,0,0
bill,1,1,0.1,0,1,0,0
sacrifice,1,1,0.1,0,1,0,0
fixate,1,1,0.1,0,1,0,0
commentator,1,1,0.1,0,1,0,0
these,1,1,0.1,0,1,0,0
acadia,1,1,0.1,0,1,0,0
exiled,1,1,0.1,0,1,0,0
somalia,1,1,0.1,0,1,0,0
blatant,1,1,0.1,0,1,0,0
presentist,1,1,0.1,0,1,0,0
detract,1,1,0.1,0,1,0,0
yesterday,1,1,0.1,0,1,0,0
mok,1,1,0.1,0,1,0,0
transmedia,1,1,0.1,0,1,0,0
elsewhere,1,1,0.1,0,1,0,0
judicious,1,1,0.1,0,1,0,0
opportune,1,1,0.1,0,1,0,0
prestige,1,1,0.1,0,1,0,0
discontinuation,1,1,0.1,0,1,0,0
versatile,1,1,0.1,0,1,0,0
missioner,1,1,0.1,0,1,0,0
swinge,1,1,0.1,0,1,0,0
indistinguishable,1,1,0.1,0,1,0,0
switch,1,1,0.1,0,1,0,0
spectroscopic,1,1,0.1,0,1,0,0
nearinfrare,1,1,0.1,0,1,0,0
intersperse,1,1,0.1,0,1,0,0
-nanometre,1,1,0.1,0,1,0,0
legibility,1,1,0.1,0,1,0,0
subtraction,1,1,0.1,0,1,0,0
spectral,1,1,0.1,0,1,0,0
recollection,1,1,0.1,0,1,0,0
coming,1,1,0.1,0,1,0,0
loyalist,1,1,0.1,0,1,0,0
brunswick,1,1,0.1,0,1,0,0
variant,1,1,0.1,0,1,0,0
unexplained,1,1,0.1,0,1,0,0
unravel,1,1,0.1,0,1,0,0
edgar,1,1,0.1,0,1,0,0
morin,1,1,0.1,0,1,0,0
vestige,1,1,0.1,0,1,0,0
literacie,1,1,0.1,0,1,0,0
prolific,1,1,0.1,0,1,0,0
ignite,1,1,0.1,0,1,0,0
modernize,1,1,0.1,0,1,0,0
thrust,1,1,0.1,0,1,0,0
predispose,1,1,0.1,0,1,0,0
burgomaster,1,1,0.1,0,1,0,0
alderman,1,1,0.1,0,1,0,0
specialty,1,1,0.1,0,1,0,0
downward,1,1,0.1,0,1,0,0
junction,1,1,0.1,0,1,0,0
pennetho,1,1,0.1,0,1,0,0
rne,1,1,0.1,0,1,0,0
chancery,1,1,0.1,0,1,0,0
lane,1,1,0.1,0,1,0,0
proofing,1,1,0.1,0,1,0,0
amalgamation,1,1,0.1,0,1,0,0
colonist,1,1,0.1,0,1,0,0
patriotic,1,1,0.1,0,1,0,0
nationalistic,1,1,0.1,0,1,0,0
veneration,1,1,0.1,0,1,0,0
irreplaceable,1,1,0.1,0,1,0,0
canonize,1,1,0.1,0,1,0,0
miraculous,1,1,0.1,0,1,0,0
sanctify,1,1,0.1,0,1,0,0
sempringham,1,1,0.1,0,1,0,0
noble,1,1,0.1,0,1,0,0
organism,1,1,0.1,0,1,0,0
reconcilable,1,1,0.1,0,1,0,0
13th,1,1,0.1,0,1,0,0
commune,1,1,0.1,0,1,0,0
carraresis,1,1,0.1,0,1,0,0
veneto,1,1,0.1,0,1,0,0
chancellery,1,1,0.1,0,1,0,0
napoleon1,1,1,0.1,0,1,0,0
archiviste,1,1,0.1,0,1,0,0
aaq,1,1,0.1,0,1,0,0
alli,1,1,0.1,0,1,0,0
xiith,1,1,0.1,0,1,0,0
montréal,1,1,0.1,0,1,0,0
reopen,1,1,0.1,0,1,0,0
reopening,1,1,0.1,0,1,0,0
computerization,1,1,0.1,0,1,0,0
excitement,1,1,0.1,0,1,0,0
undiscovered,1,1,0.1,0,1,0,0
affinity,1,1,0.1,0,1,0,0
objecthood,1,1,0.1,0,1,0,0
physicality,1,1,0.1,0,1,0,0
foray,1,1,0.1,0,1,0,0
hereafter,1,1,0.1,0,1,0,0
charting,1,1,0.1,0,1,0,0
mapmaker,1,1,0.1,0,1,0,0
placeless,1,1,0.1,0,1,0,0
irony,1,1,0.1,0,1,0,0
economics,1,1,0.1,0,1,0,0
memorabilia,1,1,0.1,0,1,0,0
disparage,1,1,0.1,0,1,0,0
koninklijke,1,1,0.1,0,1,0,0
bibliotheek,1,1,0.1,0,1,0,0
belgië,1,1,0.1,0,1,0,0
royale,1,1,0.1,0,1,0,0
belgique,1,1,0.1,0,1,0,0
brussels,1,1,0.1,0,1,0,0
vandal,1,1,0.1,0,1,0,0
proclamation,1,1,0.1,0,1,0,0
stain,1,1,0.1,0,1,0,0
intuition,1,1,0.1,0,1,0,0
touchstone,1,1,0.1,0,1,0,0
battleground,1,1,0.1,0,1,0,0
irreconcilable,1,1,0.1,0,1,0,0
unscathed,1,1,0.1,0,1,0,0
beholden,1,1,0.1,0,1,0,0
imprison,1,1,0.1,0,1,0,0
resurrection,1,1,0.1,0,1,0,0
coil,1,1,0.1,0,1,0,0
depiction,1,1,0.1,0,1,0,0
recordness,1,1,0.1,0,1,0,0
trusted,1,1,0.1,0,1,0,0
onward,1,1,0.1,0,1,0,0
globalization,1,1,0.1,0,1,0,0
balanced,1,1,0.1,0,1,0,0
seat,1,1,0.1,0,1,0,0
compact,1,1,0.1,0,1,0,0
downgrade,1,1,0.1,0,1,0,0
albie,1,1,0.1,0,1,0,0
sachs,1,1,0.1,0,1,0,0
demography,1,1,0.1,0,1,0,0
preserved,1,1,0.1,0,1,0,0
broker,1,1,0.1,0,1,0,0
supercomputer,1,1,0.1,0,1,0,0
namespace,1,1,0.1,0,1,0,0
archivization,1,1,0.1,0,1,0,0
homecome,1,1,0.1,0,1,0,0
drewe,1,1,0.1,0,1,0,0
fraudulent,1,1,0.1,0,1,0,0
forged,1,1,0.1,0,1,0,0
infiltrate,1,1,0.1,0,1,0,0
havoc,1,1,0.1,0,1,0,0
activitie,1,1,0.1,0,1,0,0
artillery,1,1,0.1,0,1,0,0
zuppa,1,1,0.1,0,1,0,0
circus,1,1,0.1,0,1,0,0
reap,1,1,0.1,0,1,0,0
broadcaster,1,1,0.1,0,1,0,0
edged,1,1,0.1,0,1,0,0
sword,1,1,0.1,0,1,0,0
cheap,1,1,0.1,0,1,0,0
reel,1,1,0.1,0,1,0,0
splicing,1,1,0.1,0,1,0,0
rearticulate,1,1,0.1,0,1,0,0
cultur,1,1,0.1,0,1,0,0
lacuna,1,1,0.1,0,1,0,0
unconnected,1,1,0.1,0,1,0,0
prioritizing,1,1,0.1,0,1,0,0
interp,1,1,0.1,0,1,0,0
civilize,1,1,0.1,0,1,0,0
mémoire,1,1,0.1,0,1,0,0
coherence,1,1,0.1,0,1,0,0
preserver,1,1,0.1,0,1,0,0
shortsighted,1,1,0.1,0,1,0,0
packaging,1,1,0.1,0,1,0,0
untapped,1,1,0.1,0,1,0,0
victorious,1,1,0.1,0,1,0,0
phototopographic,1,1,0.1,0,1,0,0
comparativechange,1,1,0.1,0,1,0,0
disparateness,1,1,0.1,0,1,0,0
nag,1,1,0.1,0,1,0,0
unhappy,1,1,0.1,0,1,0,0
behavioural,1,1,0.1,0,1,0,0
hypothesize,1,1,0.1,0,1,0,0
behaviourally,1,1,0.1,0,1,0,0
hbc,1,1,0.1,0,1,0,0
emer,1,1,0.1,0,1,0,0
gence,1,1,0.1,0,1,0,0
arnold,1,1,0.1,0,1,0,0
glenbow,1,1,0.1,0,1,0,0
calgary,1,1,0.1,0,1,0,0
rework,1,1,0.1,0,1,0,0
rightful,1,1,0.1,0,1,0,0
vernac,1,1,0.1,0,1,0,0
ular,1,1,0.1,0,1,0,0
beaux,1,1,0.1,0,1,0,0
carte,1,1,0.1,0,1,0,0
visite,1,1,0.1,0,1,0,0
yve,1,1,0.1,0,1,0,0
geoffrey,1,1,0.1,0,1,0,0
batchen,1,1,0.1,0,1,0,0
destabilize,1,1,0.1,0,1,0,0
persuade,1,1,0.1,0,1,0,0
westerner,1,1,0.1,0,1,0,0
ganization,1,1,0.1,0,1,0,0
fer,1,1,0.1,0,1,0,0
soften,1,1,0.1,0,1,0,0
intrigue,1,1,0.1,0,1,0,0
spacious,1,1,0.1,0,1,0,0
homophobia,1,1,0.1,0,1,0,0
beefcake,1,1,0.1,0,1,0,0
achievability,1,1,0.1,0,1,0,0
authente,1,1,0.1,0,1,0,0
polemic,1,1,0.1,0,1,0,0
melvin,1,1,0.1,0,1,0,0
dictionnaire,1,1,0.1,0,1,0,0
dictionary,1,1,0.1,0,1,0,0
fabric,1,1,0.1,0,1,0,0
urbanization,1,1,0.1,0,1,0,0
refuge,1,1,0.1,0,1,0,0
corner,1,1,0.1,0,1,0,0
newcomer,1,1,0.1,0,1,0,0
elude,1,1,0.1,0,1,0,0
sholem,1,1,0.1,0,1,0,0
emigrate,1,1,0.1,0,1,0,0
materialist,1,1,0.1,0,1,0,0
campbell,1,1,0.1,0,1,0,0
screening,1,1,0.1,0,1,0,0
mourn,1,1,0.1,0,1,0,0
stuart,1,1,0.1,0,1,0,0
edited,1,1,0.1,0,1,0,0
steven,1,1,0.1,0,1,0,0
roy,1,1,0.1,0,1,0,0
farm,1,1,0.1,0,1,0,0
marking,1,1,0.1,0,1,0,0
homosexual,1,1,0.1,0,1,0,0
purge,1,1,0.1,0,1,0,0
gary,1,1,0.1,0,1,0,0
kinsman,1,1,0.1,0,1,0,0
terror,1,1,0.1,0,1,0,0
terrorism,1,1,0.1,0,1,0,0
ata,1,1,0.1,0,1,0,0
detrimental,1,1,0.1,0,1,0,0
constabulary,1,1,0.1,0,1,0,0
dragnet,1,1,0.1,0,1,0,0
arraignment,1,1,0.1,0,1,0,0
imprisonment,1,1,0.1,0,1,0,0
arrest,1,1,0.1,0,1,0,0
pronouncement,1,1,0.1,0,1,0,0
opprobrium,1,1,0.1,0,1,0,0
panic,1,1,0.1,0,1,0,0
accuse,1,1,0.1,0,1,0,0
bestiality,1,1,0.1,0,1,0,0
perversion,1,1,0.1,0,1,0,0
defendant,1,1,0.1,0,1,0,0
inauguration,1,1,0.1,0,1,0,0
legistation,1,1,0.1,0,1,0,0
acquistion,1,1,0.1,0,1,0,0
urgue,1,1,0.1,0,1,0,0
wojnarowicz,1,1,0.1,0,1,0,0
alexander,1,1,0.1,0,1,0,0
overwhelm,1,1,0.1,0,1,0,0
kenneth,1,1,0.1,0,1,0,0
hawkins,1,1,0.1,0,1,0,0
cutting,1,1,0.1,0,1,0,0
incidental,1,1,0.1,0,1,0,0
handful,1,1,0.1,0,1,0,0
sibling,1,1,0.1,0,1,0,0
sensible,1,1,0.1,0,1,0,0
pool,1,1,0.1,0,1,0,0
streamlined,1,1,0.1,0,1,0,0
sible,1,1,0.1,0,1,0,0
25th,1,1,0.1,0,1,0,0
gaie,1,1,0.1,0,1,0,0
financing,1,1,0.1,0,1,0,0
engel,1,1,0.1,0,1,0,0
alice,1,1,0.1,0,1,0,0
munro,1,1,0.1,0,1,0,0
conceal,1,1,0.1,0,1,0,0
imposition,1,1,0.1,0,1,0,0
mould,1,1,0.1,0,1,0,0
thirtytwo-,1,1,0.1,0,1,0,0
outbound,1,1,0.1,0,1,0,0
levy,1,1,0.1,0,1,0,0
utter,1,1,0.1,0,1,0,0
antoinette,1,1,0.1,0,1,0,0
burton,1,1,0.1,0,1,0,0
resurrect,1,1,0.1,0,1,0,0
milepost,1,1,0.1,0,1,0,0
countervail,1,1,0.1,0,1,0,0
saanich,1,1,0.1,0,1,0,0
humphrey,1,1,0.1,0,1,0,0
raleigh,1,1,0.1,0,1,0,0
turf,1,1,0.1,0,1,0,0
twig,1,1,0.1,0,1,0,0
sink,1,1,0.1,0,1,0,0
adjunct,1,1,0.1,0,1,0,0
unease,1,1,0.1,0,1,0,0
prov,1,1,0.1,0,1,0,0
infringe,1,1,0.1,0,1,0,0
middlesex,1,1,0.1,0,1,0,0
entrenched,1,1,0.1,0,1,0,0
late-1980s,1,1,0.1,0,1,0,0
peshmerga,1,1,0.1,0,1,0,0
appearance,1,1,0.1,0,1,0,0
faction,1,1,0.1,0,1,0,0
theocrat,1,1,0.1,0,1,0,0
adequacy,1,1,0.1,0,1,0,0
hannah,1,1,0.1,0,1,0,0
banality,1,1,0.1,0,1,0,0
marxian,1,1,0.1,0,1,0,0
cog,1,1,0.1,0,1,0,0
weberian,1,1,0.1,0,1,0,0
iron,1,1,0.1,0,1,0,0
cage,1,1,0.1,0,1,0,0
dehumanize,1,1,0.1,0,1,0,0
banal,1,1,0.1,0,1,0,0
complicit,1,1,0.1,0,1,0,0
archivistand,1,1,0.1,0,1,0,0
landscaping,1,1,0.1,0,1,0,0
firmware,1,1,0.1,0,1,0,0
fruition,1,1,0.1,0,1,0,0
austin,1,1,0.1,0,1,0,0
seed,1,1,0.1,0,1,0,0
resee,1,1,0.1,0,1,0,0
salman,1,1,0.1,0,1,0,0
emory,1,1,0.1,0,1,0,0
marbl,1,1,0.1,0,1,0,0
zip,1,1,0.1,0,1,0,0
unsupported,1,1,0.1,0,1,0,0
sousveillance,1,1,0.1,0,1,0,0
collectivitie,1,1,0.1,0,1,0,0
causa,1,1,0.1,0,1,0,0
materiali,1,1,0.1,0,1,0,0
corollary,1,1,0.1,0,1,0,0
regain,1,1,0.1,0,1,0,0
willard,1,1,0.1,0,1,0,0
regina,1,1,0.1,0,1,0,0
bob,1,1,0.1,0,1,0,0
calder,1,1,0.1,0,1,0,0
olympic,1,1,0.1,0,1,0,0
paralympic,1,1,0.1,0,1,0,0
strug,1,1,0.1,0,1,0,0
gle,1,1,0.1,0,1,0,0
arbitrary,1,1,0.1,0,1,0,0
record-,1,1,0.1,0,1,0,0
reorder,1,1,0.1,0,1,0,0
divisible,1,1,0.1,0,1,0,0
wikileak,1,1,0.1,0,1,0,0
choosing,1,1,0.1,0,1,0,0
fare,1,1,0.1,0,1,0,0
aacr2,1,1,0.1,0,1,0,0
isbd,1,1,0.1,0,1,0,0
finalize,1,1,0.1,0,1,0,0
rad2,1,1,0.1,0,1,0,0
critial,1,1,0.1,0,1,0,0
paperbase,1,1,0.1,0,1,0,0
impasse,1,1,0.1,0,1,0,0
vow,1,1,0.1,0,1,0,0
allegiance,1,1,0.1,0,1,0,0
feud,1,1,0.1,0,1,0,0
tidy,1,1,0.1,0,1,0,0
intriguing,1,1,0.1,0,1,0,0
cdr,1,1,0.1,0,1,0,0
cardiff,1,1,0.1,0,1,0,0
latent,1,1,0.1,0,1,0,0
multifarious,1,1,0.1,0,1,0,0
factory,1,1,0.1,0,1,0,0
angela,1,1,0.1,0,1,0,0
grauerholz,1,1,0.1,0,1,0,0
raymonde,1,1,0.1,0,1,0,0
emmanuelle,1,1,0.1,0,1,0,0
léonard,1,1,0.1,0,1,0,0
campeau,1,1,0.1,0,1,0,0
blain,1,1,0.1,0,1,0,0
jeff,1,1,0.1,0,1,0,0
boltanski,1,1,0.1,0,1,0,0
patrick,1,1,0.1,0,1,0,0
altman,1,1,0.1,0,1,0,0
unsupportable,1,1,0.1,0,1,0,0
muniment,1,1,0.1,0,1,0,0
chronology,1,1,0.1,0,1,0,0
forebear,1,1,0.1,0,1,0,0
auburn,1,1,0.1,0,1,0,0
halifax,1,1,0.1,0,1,0,0
workcentric,1,1,0.1,0,1,0,0
early-1990s,1,1,0.1,0,1,0,0
teen,1,1,0.1,0,1,0,0
diy,1,1,0.1,0,1,0,0
fales,1,1,0.1,0,1,0,0
darm,1,1,0.1,0,1,0,0
ethnomusicologist,1,1,0.1,0,1,0,0
keenan,1,1,0.1,0,1,0,0
counterpublic,1,1,0.1,0,1,0,0
propagate,1,1,0.1,0,1,0,0
misguided,1,1,0.1,0,1,0,0
superintendent,1,1,0.1,0,1,0,0
preface,1,1,0.1,0,1,0,0
laissez,1,1,0.1,0,1,0,0
faire,1,1,0.1,0,1,0,0
assimilation,1,1,0.1,0,1,0,0
route,1,1,0.1,0,1,0,0
prod,1,1,0.1,0,1,0,0
mechanic,1,1,0.1,0,1,0,0
retirement,1,1,0.1,0,1,0,0
formality,1,1,0.1,0,1,0,0
monograph,1,1,0.1,0,1,0,0
precustodial,1,1,0.1,0,1,0,0
dream,1,1,0.1,0,1,0,0
unregulated,1,1,0.1,0,1,0,0
hoarder,1,1,0.1,0,1,0,0
turmoil,1,1,0.1,0,1,0,0
sculpt,1,1,0.1,0,1,0,0
subculture,1,1,0.1,0,1,0,0
pacifist,1,1,0.1,0,1,0,0
rosika,1,1,0.1,0,1,0,0
schwimmer,1,1,0.1,0,1,0,0
dissolve,1,1,0.1,0,1,0,0
innovator,1,1,0.1,0,1,0,0
ideologie,1,1,0.1,0,1,0,0
merle,1,1,0.1,0,1,0,0
suffragette,1,1,0.1,0,1,0,0
regatta,1,1,0.1,0,1,0,0
brisbane,1,1,0.1,0,1,0,0
drink,1,1,0.1,0,1,0,0
folding,1,1,0.1,0,1,0,0
nostalgic,1,1,0.1,0,1,0,0
futurity,1,1,0.1,0,1,0,0
builder,1,1,0.1,0,1,0,0
doesn,1,1,0.1,0,1,0,0
weinberger,1,1,0.1,0,1,0,0
kapil,1,1,0.1,0,1,0,0
sibal,1,1,0.1,0,1,0,0
hearsay,1,1,0.1,0,1,0,0
tender,1,1,0.1,0,1,0,0
multivocal,1,1,0.1,0,1,0,0
underrated,1,1,0.1,0,1,0,0
memorialization,1,1,0.1,0,1,0,0
incumbent,1,1,0.1,0,1,0,0
lessen,1,1,0.1,0,1,0,0
iris,1,1,0.1,0,1,0,0
marion,1,1,0.1,0,1,0,0
56a,1,1,0.1,0,1,0,0
infoshop,1,1,0.1,0,1,0,0
southwark,1,1,0.1,0,1,0,0
subvert,1,1,0.1,0,1,0,0
collectivize,1,1,0.1,0,1,0,0
intergener,1,1,0.1,0,1,0,0
ational,1,1,0.1,0,1,0,0
beg,1,1,0.1,0,1,0,0
timeless,1,1,0.1,0,1,0,0
assimilate,1,1,0.1,0,1,0,0
rendition,1,1,0.1,0,1,0,0
recordscreate,1,1,0.1,0,1,0,0
inaugural,1,1,0.1,0,1,0,0
residence,1,1,0.1,0,1,0,0
portland,1,1,0.1,0,1,0,0
cinémathèque,1,1,0.1,0,1,0,0
française,1,1,0.1,0,1,0,0
soleil,1,1,0.1,0,1,0,0
sei,1,1,0.1,0,1,0,0
shonagon,1,1,0.1,0,1,0,0
pillow,1,1,0.1,0,1,0,0
clutter,1,1,0.1,0,1,0,0
vibrant,1,1,0.1,0,1,0,0
tower,1,1,0.1,0,1,0,0
conspicuous,1,1,0.1,0,1,0,0
deserontonian,1,1,0.1,0,1,0,0
legalistic,1,1,0.1,0,1,0,0
apt,1,1,0.1,0,1,0,0
tarsus,1,1,0.1,0,1,0,0
commemorate,1,1,0.1,0,1,0,0
construal,1,1,0.1,0,1,0,0
disdained,1,1,0.1,0,1,0,0
using,1,1,0.1,0,1,0,0
awe,1,1,0.1,0,1,0,0
frivolous,1,1,0.1,0,1,0,0
idiosyncratic,1,1,0.1,0,1,0,0
anglo,1,1,0.1,0,1,0,0
fragile,1,1,0.1,0,1,0,0
carroll,1,1,0.1,0,1,0,0
specialization,1,1,0.1,0,1,0,0
booster,1,1,0.1,0,1,0,0
atherton,1,1,0.1,0,1,0,0
spectralization,1,1,0.1,0,1,0,0
dispossess,1,1,0.1,0,1,0,0
longing,1,1,0.1,0,1,0,0
shame,1,1,0.1,0,1,0,0
glory,1,1,0.1,0,1,0,0
treatise,1,1,0.1,0,1,0,0
communicating,1,1,0.1,0,1,0,0
preconception,1,1,0.1,0,1,0,0
presuppose,1,1,0.1,0,1,0,0
worry,1,1,0.1,0,1,0,0
akin,1,1,0.1,0,1,0,0
totalling,1,1,0.1,0,1,0,0
metre,1,1,0.1,0,1,0,0
bitter,1,1,0.1,0,1,0,0
thwart,1,1,0.1,0,1,0,0
terrible,1,1,0.1,0,1,0,0
toll,1,1,0.1,0,1,0,0
conflation,1,1,0.1,0,1,0,0
helvi,1,1,0.1,0,1,0,0
sipila,1,1,0.1,0,1,0,0
princess,1,1,0.1,0,1,0,0
ashraf,1,1,0.1,0,1,0,0
pahlavi,1,1,0.1,0,1,0,0
shah,1,1,0.1,0,1,0,0
caregiving,1,1,0.1,0,1,0,0
ambient,1,1,0.1,0,1,0,0
registered,1,1,0.1,0,1,0,0
camera,1,1,0.1,0,1,0,0
wifi,1,1,0.1,0,1,0,0
cellular,1,1,0.1,0,1,0,0
unimaginable,1,1,0.1,0,1,0,0
prognosis,1,1,0.1,0,1,0,0
recordmaking,1,1,0.1,0,1,0,0
recordmake,1,1,0.1,0,1,0,0
brink,1,1,0.1,0,1,0,0
tipping,1,1,0.1,0,1,0,0
amateur,1,1,0.1,0,1,0,0
singer,1,1,0.1,0,1,0,0
gord,1,1,0.1,0,1,0,0
downie,1,1,0.1,0,1,0,0
cancer,1,1,0.1,0,1,0,0
improvisation,1,1,0.1,0,1,0,0
bootleg,1,1,0.1,0,1,0,0
beckett,1,1,0.1,0,1,0,0
eponymous,1,1,0.1,0,1,0,0
molloy,1,1,0.1,0,1,0,0
cipher,1,1,0.1,0,1,0,0
tense,1,1,0.1,0,1,0,0
discomfort,1,1,0.1,0,1,0,0
proximate,1,1,0.1,0,1,0,0
resituate,1,1,0.1,0,1,0,0
catalyze,1,1,0.1,0,1,0,0
deterritorialize,1,1,0.1,0,1,0,0
fake,1,1,0.1,0,1,0,0
attestation,1,1,0.1,0,1,0,0
sylvia,1,1,0.1,0,1,0,0
plath,1,1,0.1,0,1,0,0
indiana,1,1,0.1,0,1,0,0
lara,1,1,0.1,0,1,0,0
groundwork,1,1,0.1,0,1,0,0
discretionary,1,1,0.1,0,1,0,0
enforceable,1,1,0.1,0,1,0,0
autho,1,1,0.1,0,1,0,0
rize,1,1,0.1,0,1,0,0
parrhesia,1,1,0.1,0,1,0,0
kaleidoscopic,1,1,0.1,0,1,0,0
storyteller,1,1,0.1,0,1,0,0
parrhesiaste,1,1,0.1,0,1,0,0
benedict,1,1,0.1,0,1,0,0
fluctuate,1,1,0.1,0,1,0,0
anxious,1,1,0.1,0,1,0,0
outsider,1,1,0.1,0,1,0,0
imaginarie,1,1,0.1,0,1,0,0
poise,1,1,0.1,0,1,0,0
revivify,1,1,0.1,0,1,0,0
director-,1,1,0.1,0,1,0,0
reconstitute,1,1,0.1,0,1,0,0
secretariat,1,1,0.1,0,1,0,0
earnest,1,1,0.1,0,1,0,0
merrion,1,1,0.1,0,1,0,0
eccle,1,1,0.1,0,1,0,0
sensibility,1,1,0.1,0,1,0,0
intersex,1,1,0.1,0,1,0,0
mixture,1,1,0.1,0,1,0,0
astound,1,1,0.1,0,1,0,0
interview-,1,1,0.1,0,1,0,0
microhistorie,1,1,0.1,0,1,0,0
articulated,1,1,0.1,0,1,0,0
inventor,1,1,0.1,0,1,0,0
examiner,1,1,0.1,0,1,0,0
recuperate,1,1,0.1,0,1,0,0
unsolved,1,1,0.1,0,1,0,0
broach,1,1,0.1,0,1,0,0
synchronous,1,1,0.1,0,1,0,0
broadening,1,1,0.1,0,1,0,0
equivalency,1,1,0.1,0,1,0,0
instill,1,1,0.1,0,1,0,0
mcgill,1,1,0.1,0,1,0,0
produc,1,1,0.1,0,1,0,0
deconstructionist,1,1,0.1,0,1,0,0
lighting,1,1,0.1,0,1,0,0
reori,1,1,0.1,0,1,0,0
entation,1,1,0.1,0,1,0,0
hesitancy,1,1,0.1,0,1,0,0
implica,1,1,0.1,0,1,0,0
expository,1,1,0.1,0,1,0,0
liberated,1,1,0.1,0,1,0,0
excess,1,1,0.1,0,1,0,0
inhuman,1,1,0.1,0,1,0,0
delimited,1,1,0.1,0,1,0,0
visceral,1,1,0.1,0,1,0,0
charles,1,1,0.1,0,1,0,0
este,1,1,0.1,0,1,0,0
concordia,1,1,0.1,0,1,0,0
early-20th,1,1,0.1,0,1,0,0
cloth,1,1,0.1,0,1,0,0
governmentality,1,1,0.1,0,1,0,0
founda,1,1,0.1,0,1,0,0
cis,1,1,0.1,0,1,0,0
cisnormativity,1,1,0.1,0,1,0,0
walt,1,1,0.1,0,1,0,0
whitman,1,1,0.1,0,1,0,0
copyist,1,1,0.1,0,1,0,0
peel,1,1,0.1,0,1,0,0
interviewer,1,1,0.1,0,1,0,0
recontextualization,1,1,0.1,0,1,0,0
rearrangement,1,1,0.1,0,1,0,0
curatorial,1,1,0.1,0,1,0,0
polysemous,1,1,0.1,0,1,0,0
howard,1,1,0.1,0,1,0,0
collaborator,1,1,0.1,0,1,0,0
confess,1,1,0.1,0,1,0,0
waterloo,1,1,0.1,0,1,0,0
equityand,1,1,0.1,0,1,0,0
parenting,1,1,0.1,0,1,0,0
imbricate,1,1,0.1,0,1,0,0
retraumatize,1,1,0.1,0,1,0,0
traumainformed,1,1,0.1,0,1,0,0
multidimensional,1,1,0.1,0,1,0,0
methodolo,1,1,0.1,0,1,0,0
commu,1,1,0.1,0,1,0,0
nity,1,1,0.1,0,1,0,0
faithful,1,1,0.1,0,1,0,0
untrustworthy,1,1,0.1,0,1,0,0
navi,1,1,0.1,0,1,0,0
ear,1,1,0.1,0,1,0,0
ology,1,1,0.1,0,1,0,0
kin,1,1,0.1,0,1,0,0
replay,1,1,0.1,0,1,0,0
rouse,1,1,0.1,0,1,0,0
justifiable,1,1,0.1,0,1,0,0
cious,1,1,0.1,0,1,0,0
lost,1,1,0.1,0,1,0,0
hurt,1,1,0.1,0,1,0,0
archi,1,1,0.1,0,1,0,0
vist,1,1,0.1,0,1,0,0
organi,1,1,0.1,0,1,0,0
zational,1,1,0.1,0,1,0,0
powerless,1,1,0.1,0,1,0,0
chil,1,1,0.1,0,1,0,0
dren,1,1,0.1,0,1,0,0
unbelonge,1,1,0.1,0,1,0,0
deprioritization,1,1,0.1,0,1,0,0
tamil,1,1,0.1,0,1,0,0
000th,1,1,0.1,0,1,0,0
roadside,1,1,0.1,0,1,0,0
archivable,1,1,0.1,0,1,0,0
autotopography,1,1,0.1,0,1,0,0
medellín,1,1,0.1,0,1,0,0
bogotá,1,1,0.1,0,1,0,0
impunity,1,1,0.1,0,1,0,0
transi,1,1,0.1,0,1,0,0
inequitable,1,1,0.1,0,1,0,0
helping,1,1,0.1,0,1,0,0
articu,1,1,0.1,0,1,0,0
scl,1,1,0.1,0,1,0,0
lubbock,1,1,0.1,0,1,0,0
lilian,1,1,0.1,0,1,0,0
bland,1,1,0.1,0,1,0,0
ahme,1,1,0.1,0,1,0,0
somatic,1,1,0.1,0,1,0,0
cli,1,1,0.1,0,1,0,0
cgis,1,1,0.1,0,1,0,0
recorde,1,1,0.1,0,1,0,0
lambard,1,1,0.1,0,1,0,0
partici,1,1,0.1,0,1,0,0
patory,1,1,0.1,0,1,0,0
siamese,1,1,0.1,0,1,0,0
catastrophic,1,1,0.1,0,1,0,0
tropical,1,1,0.1,0,1,0,0
storm,1,1,0.1,0,1,0,0
cave,1,1,0.1,0,1,0,0
rescue,1,1,0.1,0,1,0,0
fame,1,1,0.1,0,1,0,0
horne,1,1,0.1,0,1,0,0
morris,1,1,0.1,0,1,0,0
maternal,1,1,0.1,0,1,0,0
grandfather,1,1,0.1,0,1,0,0
antebellum,1,1,0.1,0,1,0,0
renovation,1,1,0.1,0,1,0,0
individ,1,1,0.1,0,1,0,0
ual,1,1,0.1,0,1,0,0
weave,1,1,0.1,0,1,0,0
polemical,1,1,0.1,0,1,0,0
weapon,1,1,0.1,0,1,0,0
matthew,1,1,0.1,0,1,0,0
alize,1,1,0.1,0,1,0,0
degralescence,1,1,0.1,0,1,0,0
playback,1,1,0.1,0,1,0,0
impend,1,1,0.1,0,1,0,0
preserva,1,1,0.1,0,1,0,0
