journal,title,author,year,volume,issue,doi,abstract,abstract_clean
Records Management Journal,Artificial intelligence and records management in contemporary organizations: what cultural aspects are required? Insights from the information culture framework (ICF),Alaoui S.,2025,35.0,2,10.1108/RMJ-08-2023-0041,"Purpose: This study aims to examine how artificial intelligence can be effectively integrated into records management practices by identifying the key cultural aspects that should be aligned with the prerequisites of automation. The author also discusses the new roles that are to be played by records managers in this context. Design/methodology/approach: To identify those cultural aspects, the author has used the Information culture framework (ICF) developed by Oliver and Foscarini (2020). For each of the three levels of the ICF (i.e. visible, intermediate and invisible), the author has analyzed the cultural aspects serving as the prerequisites of AI for records management purposes. Findings: The results of our theoretical reflection reveal that for AI features to be integrated into records management practices, many cultural aspects are to be taken into consideration. AI-powered technologies use, collaboration practices and horizontal communication are some visible cultural aspects contemporary organizations should have in place to meet the requirements of automation. Furthermore, policies and strategies should define automation purposes, identify actors that will be involved in records management practices and describe their respective roles. Finally, attention should be given to individual perceptions and personal traits to ensure that AI technologies are embraced by organizational actors. All those aspects should support the development of a common AI-related language in the organization and influence the extent to which actors trust AI-powered technologies. In this context of automation, records managers will have to assume new roles in change management and promoting information competencies, to assess organizations’ readiness to integrate AI into its records management practices and make the appropriate use of it. Originality/value: To the best of the author’s knowledge, this study is the first to use the ICF model suggested by Oliver and Foscarini (2020) to identify the main cultural aspects to target for the effective use of AI in records management practices. Furthermore, the author confirmed the relevance of the expression “augmented records management”, referring to AI-assisted records management practices in contemporary organizations, by highlighting the fact that AI will not replace human work but can, rather, be used as a tool to support it.",purpose this study aims to examine how artificial intelligence can be effectively integrated into records management practices by identifying the key cultural aspects that should be aligned with the prerequisites of automation the author also discusses the new roles that are to be played by records managers in this context design methodology approach to identify those cultural aspects the author has used the information culture framework icf developed by oliver and foscarini for each of the three levels of the icf i e visible intermediate and invisible the author has analyzed the cultural aspects serving as the prerequisites of ai for records management purposes findings the results of our theoretical reflection reveal that for ai features to be integrated into records management practices many cultural aspects are to be taken into consideration ai-powered technologies use collaboration practices and horizontal communication are some visible cultural aspects contemporary organizations should have in place to meet the requirements of automation furthermore policies and strategies should define automation purposes identify actors that will be involved in records management practices and describe their respective roles finally attention should be given to individual perceptions and personal traits to ensure that ai technologies are embraced by organizational actors all those aspects should support the development of a common ai-related language in the organization and influence the extent to which actors trust ai-powered technologies in this context of automation records managers will have to assume new roles in change management and promoting information competencies to assess organizations readiness to integrate ai into its records management practices and make the appropriate use of it originality value to the best of the author s knowledge this study is the first to use the icf model suggested by oliver and foscarini to identify the main cultural aspects to target for the effective use of ai in records management practices furthermore the author confirmed the relevance of the expression augmented records management referring to ai-assisted records management practices in contemporary organizations by highlighting the fact that ai will not replace human work but can rather be used as a tool to support it
Records Management Journal,Recordkeeping needs and capabilities of small migrant community organisations run by volunteers,Frings-Hessami V.,2025,35.0,2,10.1108/RMJ-01-2024-0003,"Purpose: This paper aims to present the findings from a qualitative study of recordkeeping needs and capabilities in four small migrant community organisations run by volunteers. Design/methodology/approach: The authors conducted eight semi-structured interviews and two workshops with leaders and people responsible for creating and managing records in four small migrant community organisations in Australia to understand the records that they create and the problems they encounter in managing these records. Findings: The research revealed a wide variety in the recordkeeping competencies and the digital skills in the four community organisations. The organisations focus their efforts on financial records, which they manage relatively well in the short term, but they have no strategy in place to preserve records for the long term. Practical implications: Simple recordkeeping guidelines that focus on the basics and can be adapted to different socio-cultural contexts and levels of technological expertise should be developed for community organisations that rely on volunteers to manage their records. Originality/value: The findings from this research provide a unique contribution to the records management literature, which previously had not paid much attention to how small community organisations run by volunteers manage their records.",purpose this paper aims to present the findings from a qualitative study of recordkeeping needs and capabilities in four small migrant community organisations run by volunteers design methodology approach the authors conducted eight semi-structured interviews and two workshops with leaders and people responsible for creating and managing records in four small migrant community organisations in australia to understand the records that they create and the problems they encounter in managing these records findings the research revealed a wide variety in the recordkeeping competencies and the digital skills in the four community organisations the organisations focus their efforts on financial records which they manage relatively well in the short term but they have no strategy in place to preserve records for the long term practical implications simple recordkeeping guidelines that focus on the basics and can be adapted to different socio-cultural contexts and levels of technological expertise should be developed for community organisations that rely on volunteers to manage their records originality value the findings from this research provide a unique contribution to the records management literature which previously had not paid much attention to how small community organisations run by volunteers manage their records
Records Management Journal,The Norwegian ministries’ records centers in the public sphere,Kleve I.T.,2025,35.0,2,10.1108/RMJ-08-2023-0039,"Purpose: The purpose of this study is to examine the culture of transparency in the Norwegian ministries considering the public sphere. The research question has been as follows: to what extent do the Norwegian ministries’ records registration and transparency practices contribute to the public sphere today? Design/methodology/approach: A follow-up study after the Norwegian Auditor General’s investigation of records management and transparency in the Norwegian ministries and at The Office of the Prime Minister in 2014–2016 is presented. The design was a case study. The methods were a combination of an interview and document research. Findings: Registries are published faster than when the original investigation was done, which means the possibilities of debate are increased. However, wide use of confidentiality provisions may indicate that too many records are defined as belonging to the private sphere. Registration routines have improved, which may increase control of the ministries. However, this is counteracted by extensive use of exception clauses. Originality/value: Research about the public sphere has usually dealt with the participants in public debate and places for debate. This paper broadens the perspective using data from various official sources to shed light on the role of records centers and online public records registries in the public sphere.",purpose the purpose of this study is to examine the culture of transparency in the norwegian ministries considering the public sphere the research question has been as follows to what extent do the norwegian ministries records registration and transparency practices contribute to the public sphere today design methodology approach a follow-up study after the norwegian auditor general s investigation of records management and transparency in the norwegian ministries and at the office of the prime minister in is presented the design was a case study the methods were a combination of an interview and document research findings registries are published faster than when the original investigation was done which means the possibilities of debate are increased however wide use of confidentiality provisions may indicate that too many records are defined as belonging to the private sphere registration routines have improved which may increase control of the ministries however this is counteracted by extensive use of exception clauses originality value research about the public sphere has usually dealt with the participants in public debate and places for debate this paper broadens the perspective using data from various official sources to shed light on the role of records centers and online public records registries in the public sphere
Records Management Journal,The impact of artificial intelligence on data privacy: a risk management perspective,Mooradian N.,2025,35.0,2,10.1108/RMJ-06-2024-0013,"Purpose: The purpose of this paper is to increase the artificial intelligence (AI) ethical literacy of information governance professionals by explaining how AI intensifies familiar data privacy issues by virtue of its dependency on data and ability to create new personal information, to explicate emerging privacy enhancing methods and to show their continuity with existing privacy and information governance principles. Design/methodology/approach: The paper uses an interdisciplinary design research methodology that extends current governance frameworks by combining information science, information governance and applied ethics concepts. Three information sources were referenced: 1) academic papers; 2) standards and best practices published by governmental and nongovernmental organizations and professional associations; and 3) white papers, market research and vendor reports. The literature review was informed by real-world implementation knowledge and anecdotal evidence to identify privacy risks when using AI. Useful tools, techniques and governance approaches to manage and mitigate the risks associated with digital privacy and ethics when using AI are identified and discussed. Findings: The paper analyzes the relationship between different approaches to AI (e.g. symbolic-deductive, machine learning and deep learning) and levels of privacy risks. It identifies risk reduction methods (e.g. differential privacy) and relates these to extant privacy principles such as data minimization. Finally, the paper shows the continuity between information governance practices and newly emerging AI governance and risk frameworks. Originality/value: The authors present useful tools and techniques and discuss them from a business perspective, using the lens of information governance to mitigate AI-related privacy risks. The authors also discuss how design techniques and technologies can help minimize data collection of sensitive information and can be used to anonymize sensitive data when training AI models.",purpose the purpose of this paper is to increase the artificial intelligence ai ethical literacy of information governance professionals by explaining how ai intensifies familiar data privacy issues by virtue of its dependency on data and ability to create new personal information to explicate emerging privacy enhancing methods and to show their continuity with existing privacy and information governance principles design methodology approach the paper uses an interdisciplinary design research methodology that extends current governance frameworks by combining information science information governance and applied ethics concepts three information sources were referenced academic papers standards and best practices published by governmental and nongovernmental organizations and professional associations and white papers market research and vendor reports the literature review was informed by real-world implementation knowledge and anecdotal evidence to identify privacy risks when using ai useful tools techniques and governance approaches to manage and mitigate the risks associated with digital privacy and ethics when using ai are identified and discussed findings the paper analyzes the relationship between different approaches to ai e g symbolic-deductive machine learning and deep learning and levels of privacy risks it identifies risk reduction methods e g differential privacy and relates these to extant privacy principles such as data minimization finally the paper shows the continuity between information governance practices and newly emerging ai governance and risk frameworks originality value the authors present useful tools and techniques and discuss them from a business perspective using the lens of information governance to mitigate ai-related privacy risks the authors also discuss how design techniques and technologies can help minimize data collection of sensitive information and can be used to anonymize sensitive data when training ai models
Records Management Journal,A comprehensive assessment of the government of Tanzania health operation management information system using participatory action research,Mambile C.,2025,35.0,2,10.1108/RMJ-11-2023-0072,"Purpose: This study uses a participatory action research (PAR) approach to evaluate the implementation and impact of the government of Tanzania health operation management information system (GoTHOMIS) on healthcare services in Tanzania. The primary objective is to assess the strengths, weaknesses and overall impact of GoTHOMIS. Design/methodology/approach: The research uses a PAR methodology, involving active engagement with stakeholders from healthcare facilities, administrators and information technology experts. Data collection methods consist of key informant interviews and document analysis. The study strategically examines various aspects, including pre-implementation planning, challenges during implementation, system features and the strengths and weaknesses of GoTHOMIS. Furthermore, the focus extends to understanding the impact of GoTHOMIS on healthcare services. Findings: The findings underscore critical areas for improvement, particularly in the pre-implementation planning stage. The study reveals issues related to a top-down approach and insufficient user participation, hindering the successful implementation of GoTHOMIS. Challenges such as inadequate infrastructure, power outages, missing diagnostic codes and compatibility issues with peripheral devices are identified. Despite these hurdles, GoTHOMIS exhibits strengths like improved accessibility, integration with the reporting system by the MTUHA government and automation of clinical tasks. Originality/value: The study’s originality lies in applying a PAR approach to assess GoTHOMIS. This methodology provides valuable insights into the implementation challenges and suggests potential improvements. The study contributes to the existing body of knowledge by offering a detailed understanding of GoTHOMIS’s strengths and weaknesses, enhancing the potential for effective health management information systems.",purpose this study uses a participatory action research par approach to evaluate the implementation and impact of the government of tanzania health operation management information system gothomis on healthcare services in tanzania the primary objective is to assess the strengths weaknesses and overall impact of gothomis design methodology approach the research uses a par methodology involving active engagement with stakeholders from healthcare facilities administrators and information technology experts data collection methods consist of key informant interviews and document analysis the study strategically examines various aspects including pre-implementation planning challenges during implementation system features and the strengths and weaknesses of gothomis furthermore the focus extends to understanding the impact of gothomis on healthcare services findings the findings underscore critical areas for improvement particularly in the pre-implementation planning stage the study reveals issues related to a top-down approach and insufficient user participation hindering the successful implementation of gothomis challenges such as inadequate infrastructure power outages missing diagnostic codes and compatibility issues with peripheral devices are identified despite these hurdles gothomis exhibits strengths like improved accessibility integration with the reporting system by the mtuha government and automation of clinical tasks originality value the study s originality lies in applying a par approach to assess gothomis this methodology provides valuable insights into the implementation challenges and suggests potential improvements the study contributes to the existing body of knowledge by offering a detailed understanding of gothomis s strengths and weaknesses enhancing the potential for effective health management information systems
Records Management Journal,Development of a Web-based records management system: an ERMS initiative for the Office of Senior Citizen Affairs in the Philippines,Libadia M.,2025,35.0,2,10.1108/RMJ-06-2023-0031,"Purpose: This paper aims to design and develop a web-based Electronic Records Management System (ERMS) for the Office of Senior Citizens Affairs (OSCA) in the Philippines. The ERMS seeks to centralize record-keeping and streamline the collection, storage and processing of records and member information. By addressing challenges associated with manual record-keeping, the system seeks to enhance the overall efficiency of record management within the organization. The utilization of web and data capturing technologies is expected to optimize record management workflows, enabling quick and accurate information retrieval at the OSCA. Design/methodology/approach: This work provides a practical case example of an ERMS implementation. Problems and requirements are identified through interviews and feasibility analysis. Process and data flow diagrams, along with use-case scenarios, capture system needs. The system is developed using MySQL for the database and Laravel for the web interface, including database modeling, interface design and coding. Thorough testing of the database, web forms and source code is conducted using white-box testing. Evaluation follows the ISO 25010 product quality model, involving IT experts and users. The system is piloted on selected sites to further identify bugs or usage problems. Findings: The system provides integrated modules with various functionalities, such as real-time data monitoring, task management, member registration, reports generation and system settings management. The evaluation confirms the system’s usability, reliability, data management efficiency, user-friendly interface and security. Originality/value: This work introduces a tailor-fit record management system that integrates an in-depth understanding of the membership record-keeping process of the OSCA with the utilization of web and data-capturing technologies. By leveraging this synergy, the system optimizes and enhances the existing record management workflow, presenting a comprehensive and innovative approach to record-keeping practices at the OSCA. The system incorporates fundamental record management processes, including the classification and storage of records, controlled access and ensuring the availability of records when needed – all while upholding privacy and confidentiality in adherence to existing government rules and regulations.",purpose this paper aims to design and develop a web-based electronic records management system erms for the office of senior citizens affairs osca in the philippines the erms seeks to centralize record-keeping and streamline the collection storage and processing of records and member information by addressing challenges associated with manual record-keeping the system seeks to enhance the overall efficiency of record management within the organization the utilization of web and data capturing technologies is expected to optimize record management workflows enabling quick and accurate information retrieval at the osca design methodology approach this work provides a practical case example of an erms implementation problems and requirements are identified through interviews and feasibility analysis process and data flow diagrams along with use-case scenarios capture system needs the system is developed using mysql for the database and laravel for the web interface including database modeling interface design and coding thorough testing of the database web forms and source code is conducted using white-box testing evaluation follows the iso product quality model involving it experts and users the system is piloted on selected sites to further identify bugs or usage problems findings the system provides integrated modules with various functionalities such as real-time data monitoring task management member registration reports generation and system settings management the evaluation confirms the system s usability reliability data management efficiency user-friendly interface and security originality value this work introduces a tailor-fit record management system that integrates an in-depth understanding of the membership record-keeping process of the osca with the utilization of web and data-capturing technologies by leveraging this synergy the system optimizes and enhances the existing record management workflow presenting a comprehensive and innovative approach to record-keeping practices at the osca the system incorporates fundamental record management processes including the classification and storage of records controlled access and ensuring the availability of records when needed all while upholding privacy and confidentiality in adherence to existing government rules and regulations
Records Management Journal,"Competencies, skills, and personal attributes in job advertisements for archivists and records managers in Finland",Packalén S.,2025,35.0,2,10.1108/RMJ-01-2024-0002,"Purpose: This study aims to increase knowledge of archives and records management as a profession by examining which kinds of competencies, skills and personal attributes employers expect of and appreciate in archives and records-management professionals in Finland. Design/methodology/approach: This work compiled and analysed advertisements (201 in total) of open archive and records-management positions in Finland, then subjected these to qualitative data-based content analysis with supplemental quantitative analysis. This paper illustrates the findings via tables, charts and excerpts from the advertisements. Findings: Analysis revealed the public sector to be Finland’s largest employer of archives and records-management professionals. This study indicates that employers value an academic degree with some additional archive-related and records-management education and strong practical experience of similar duties. Both knowledge of legislation and language skills are appreciated. The general skills most valued by employers are interaction and co-operation abilities and skills in information technology, in customer service and in the development of work methods. Personal attributes especially valued in prospective archive professionals and records managers are independence, accuracy, self-motivation and flexibility. Originality/value: This study adds to knowledge of the archives and records-management profession of the 2020s. Findings from this work may be of particular value for curriculum development.",purpose this study aims to increase knowledge of archives and records management as a profession by examining which kinds of competencies skills and personal attributes employers expect of and appreciate in archives and records-management professionals in finland design methodology approach this work compiled and analysed advertisements in total of open archive and records-management positions in finland then subjected these to qualitative data-based content analysis with supplemental quantitative analysis this paper illustrates the findings via tables charts and excerpts from the advertisements findings analysis revealed the public sector to be finland s largest employer of archives and records-management professionals this study indicates that employers value an academic degree with some additional archive-related and records-management education and strong practical experience of similar duties both knowledge of legislation and language skills are appreciated the general skills most valued by employers are interaction and co-operation abilities and skills in information technology in customer service and in the development of work methods personal attributes especially valued in prospective archive professionals and records managers are independence accuracy self-motivation and flexibility originality value this study adds to knowledge of the archives and records-management profession of the 2020s findings from this work may be of particular value for curriculum development
Records Management Journal,Preservation and conservation practices adopted for the management of academic board records in Nigerian polytechnics,Hamzat S.A.,2025,35.0,1,10.1108/RMJ-12-2023-0078,"Purpose: Polytechnics in Nigeria are conventional institutions where academic board records are being managed in paper form. It has been observed that accessing these academic board records is difficult due to factors associated with the absence of preservation techniques and lack of clear-cut conservation practices. This study, therefore, aims to examine the preservation techniques and conservation practices adopted for the management of academic board records in polytechnics in South-West Nigeria. Design/methodology/approach: This study adopted a qualitative method with the population comprising 54 records management personnel enumerated in the four selected polytechnics in South-West Nigeria. Triangulation method (questionnaire, interview and observation checklist) was used for data collection. The responses were analysed with descriptive statistics and thematic analysis. Findings: Findings revealed that photocopying, binding and use of insecticides were the most rated preservation techniques adopted. The security and shelving of academic board records to allow for free flow of air were the most available conservation practices, whereas staff training was not adequately available. The topmost rated constraints were non-challant attitude of personnel in-charge, insufficient funds and inadequate infrastructure. Research limitations/implications: This study concluded that preservation and conservation practices are vital in the management of academic board records in polytechnics in South-West Nigeria. For efficient and effective management of academic board records, modern-day preservation and conservation practices need to be adopted. Originality/value: This paper fulfils an identified need to study how preservation and conservation practices adopted for the management of academic board records in Nigerian polytechnics.",purpose polytechnics in nigeria are conventional institutions where academic board records are being managed in paper form it has been observed that accessing these academic board records is difficult due to factors associated with the absence of preservation techniques and lack of clear-cut conservation practices this study therefore aims to examine the preservation techniques and conservation practices adopted for the management of academic board records in polytechnics in south-west nigeria design methodology approach this study adopted a qualitative method with the population comprising records management personnel enumerated in the four selected polytechnics in south-west nigeria triangulation method questionnaire interview and observation checklist was used for data collection the responses were analysed with descriptive statistics and thematic analysis findings findings revealed that photocopying binding and use of insecticides were the most rated preservation techniques adopted the security and shelving of academic board records to allow for free flow of air were the most available conservation practices whereas staff training was not adequately available the topmost rated constraints were non-challant attitude of personnel in-charge insufficient funds and inadequate infrastructure research limitations implications this study concluded that preservation and conservation practices are vital in the management of academic board records in polytechnics in south-west nigeria for efficient and effective management of academic board records modern-day preservation and conservation practices need to be adopted originality value this paper fulfils an identified need to study how preservation and conservation practices adopted for the management of academic board records in nigerian polytechnics
Records Management Journal,Electronic records management amidst the seismic shift in the dynamic infosphere,Matlala M.E.,2025,35.0,1,10.1108/RMJ-04-2023-0022,"Purpose: The study aims to investigate the current electronic records management practices in government departments of South Africa to establish the extent to which they foster service delivery in public service reform programmes. Design/methodology/approach: This study applied a systematic literature review approach to critically appraise the published literature on the status of records management in South Africa, following the Preferred Reporting Items for Systematic Reviews and Meta-Analyses guidelines. Findings: The findings indicate that the South African public sector encounters challenges such as a lack of skills in managing electronic records, management support, resources and legislative frameworks and policies. The study’s findings revealed that although electronic records are essential for service delivery in South Africa, the existing records management programme is not efficient and effective and does not sufficiently comply with legislative and statutory requirements. Research limitations/implications: This study was limited to the public sector of South Africa. Practical implications: This study recommends the development of policy frameworks and strategies aligned with the organisational goals and facilitation of professional training for all staff, including attendance of seminars, workshops and workplace training. Social implications: The research demonstrates the need for a comprehensive legislative and policy framework, robust integration of electronic records practices in government e-government efforts, and adequate technological infrastructure support. Originality/value: This study offers informed recommendations to address the challenges of managing electronic records in South African public sector organisations that continue to be a cause for concern.",purpose the study aims to investigate the current electronic records management practices in government departments of south africa to establish the extent to which they foster service delivery in public service reform programmes design methodology approach this study applied a systematic literature review approach to critically appraise the published literature on the status of records management in south africa following the preferred reporting items for systematic reviews and meta-analyses guidelines findings the findings indicate that the south african public sector encounters challenges such as a lack of skills in managing electronic records management support resources and legislative frameworks and policies the study s findings revealed that although electronic records are essential for service delivery in south africa the existing records management programme is not efficient and effective and does not sufficiently comply with legislative and statutory requirements research limitations implications this study was limited to the public sector of south africa practical implications this study recommends the development of policy frameworks and strategies aligned with the organisational goals and facilitation of professional training for all staff including attendance of seminars workshops and workplace training social implications the research demonstrates the need for a comprehensive legislative and policy framework robust integration of electronic records practices in government e-government efforts and adequate technological infrastructure support originality value this study offers informed recommendations to address the challenges of managing electronic records in south african public sector organisations that continue to be a cause for concern
Records Management Journal,Use of records management systems in Tanzania public sector organisations,Manase J.,2025,35.0,1,10.1108/RMJ-12-2021-0041,"Purpose: Paper-based records management systems remain dominant in Tanzanian Government organisations despite the increase in digital records management systems adoption across the globe. To create an understanding of this state, this study aims to investigate the use of records management systems in Tanzanian public sector organisations. Design/methodology/approach: A descriptive research design was used in this study, alongside quantitative and qualitative approaches. A total of 81 respondents were drawn from three public sector organisations. To get a sample, non-probability (convenience and purposive) sampling techniques were used. A cross-sectional survey questionnaire and interview methods were used to gather quantitative and qualitative data. To analyse quantitative and qualitative data, the researchers used a mixed-methods analysis. Findings: The study reveals different types of records management systems used in public sector organisations. Besides, the findings suggest that a large proportion of records are created through the digitisation of existing records. Aside from that, the study has revealed different types of records managed in the systems by government organisations. According to the study, there are various factors that determine the effective use of records management systems in public sector organisations. Research limitations/implications: The implications of the present study are diverse. Specifically, its findings expand the theoretical body of knowledge by adding new insights regarding records management systems usage in government offices. The findings also provide the government with a basis for formulating and improving legal and regulatory frameworks to enhance records management. Apart from this, the findings are likely to benefit records practitioners by orchestrating inclusive strategies that will promote, not only effectiveness, but also sustainability in records management. Originality/value: In Tanzania, a few studies have been conducted to examine digital records management practices and systems. These studies have not extensively highlighted the systems used to manage the records. This makes little to be known on the systems used to manage records in government offices. The present study has ascertained records management systems used in public sector organisations.",purpose paper-based records management systems remain dominant in tanzanian government organisations despite the increase in digital records management systems adoption across the globe to create an understanding of this state this study aims to investigate the use of records management systems in tanzanian public sector organisations design methodology approach a descriptive research design was used in this study alongside quantitative and qualitative approaches a total of respondents were drawn from three public sector organisations to get a sample non-probability convenience and purposive sampling techniques were used a cross-sectional survey questionnaire and interview methods were used to gather quantitative and qualitative data to analyse quantitative and qualitative data the researchers used a mixed-methods analysis findings the study reveals different types of records management systems used in public sector organisations besides the findings suggest that a large proportion of records are created through the digitisation of existing records aside from that the study has revealed different types of records managed in the systems by government organisations according to the study there are various factors that determine the effective use of records management systems in public sector organisations research limitations implications the implications of the present study are diverse specifically its findings expand the theoretical body of knowledge by adding new insights regarding records management systems usage in government offices the findings also provide the government with a basis for formulating and improving legal and regulatory frameworks to enhance records management apart from this the findings are likely to benefit records practitioners by orchestrating inclusive strategies that will promote not only effectiveness but also sustainability in records management originality value in tanzania a few studies have been conducted to examine digital records management practices and systems these studies have not extensively highlighted the systems used to manage the records this makes little to be known on the systems used to manage records in government offices the present study has ascertained records management systems used in public sector organisations
Records Management Journal,Conceptual framework to explore artificial intelligence technology (AIT) readiness and adoption intention in records and information management (RIM) practices: a proposal,Shonhe L.,2025,35.0,1,10.1108/RMJ-09-2023-0046,"Purpose: This research proposal aims to address the growing significance of artificial intelligence (AI) technology in the field of records and information management (RIM) within the African context. Despite the increasing prevalence of AI, there is a lack of comprehensive understanding regarding the factors influencing AI readiness and adoption in RIM. The primary purpose of this paper is to explore these factors and propose an AI readiness and adoption conceptual framework. Design/methodology/approach: A comprehensive literature review was conducted to identify the proposed variables and support the hypothesis development. The theoretical foundation of the proposed conceptual framework is based on three theories: the technology acceptance model (TAM), the technology readiness index (TRI) and the cognitive appraisal theory (CAT). Findings: The literature reveals that there is a lack of empirical investigation of AI readiness and adoption within the RIM context. Through the proposed conceptual model, the researcher anticipates uncovering critical insights into the factors influencing AI readiness and adoption in RIM practices across African nations. Research limitations/implications: The proposed model is not yet empirically tested and the study's scope is limited to African nations. Originality/value: The proposed model takes a pioneering approach to empirically investigate AI readiness and adoption within the RIM field, specifically in an African context which is understudied.",purpose this research proposal aims to address the growing significance of artificial intelligence ai technology in the field of records and information management rim within the african context despite the increasing prevalence of ai there is a lack of comprehensive understanding regarding the factors influencing ai readiness and adoption in rim the primary purpose of this paper is to explore these factors and propose an ai readiness and adoption conceptual framework design methodology approach a comprehensive literature review was conducted to identify the proposed variables and support the hypothesis development the theoretical foundation of the proposed conceptual framework is based on three theories the technology acceptance model tam the technology readiness index tri and the cognitive appraisal theory cat findings the literature reveals that there is a lack of empirical investigation of ai readiness and adoption within the rim context through the proposed conceptual model the researcher anticipates uncovering critical insights into the factors influencing ai readiness and adoption in rim practices across african nations research limitations implications the proposed model is not yet empirically tested and the study s scope is limited to african nations originality value the proposed model takes a pioneering approach to empirically investigate ai readiness and adoption within the rim field specifically in an african context which is understudied
Records Management Journal,Insights into the current state of electronic health records adoption and utilisation in Tanzanian public primary healthcare facilities: a survey study,Mwogosi A.,2025,35.0,1,10.1108/RMJ-04-2023-0023,"Purpose: This study aims to investigate the adoption and use of electronic health record systems (EHRS) in Tanzanian public primary healthcare institutions. The study’s objectives include understanding the factors that affect EHRS adoption, identifying implementation challenges and evaluating the effect of EHRS usage on healthcare delivery. By addressing these research goals, the study aims to contribute insightful information on the current level of EHRS adoption in Tanzanian primary healthcare facilities and contribute to developing strategies to improve EHRS deployment and healthcare in the nation. Design/methodology/approach: This study combined quantitative and qualitative data using a mixed-methods methodology. Both data types were collected and analysed concurrently using a concurrent triangulation approach. The study aimed to comprehend the variables that affect the adoption and use of EHRS in Tanzanian public primary healthcare institutions. Eleven regions spanning various geographic locations and urban–rural dynamics were chosen as research sites. A survey of 122 healthcare employees was conducted with a sample of 31 healthcare facilities. The questionnaire had closed-ended and open-ended questions to gather quantitative and qualitative data. Descriptive statistics and thematic analysis were used in data analysis. Throughout the investigation, ethical standards and confidentiality precautions were observed. Findings: Several factors affect the adoption and use of EHRS. Perceived usefulness and use, support and training, interoperability, data security and privacy, business culture and leadership are all factors. Inadequate infrastructure, power interruptions, duplication of effort and a lack of data analytic expertise were among the difficulties. Among the effects were improvements in data management, service delivery and coordination, productivity and efficiency, medical supply inventory control, billing and revenue collection. Originality/value: This study, which complements earlier research that has concentrated chiefly on specialised healthcare settings, gives new insights by investigating the adoption and utilisation of EHRS, especially in primary healthcare institutions. The findings give policymakers and healthcare professionals in Tanzania and other nations vital information to help them decide whether to embrace and use EHRS in primary healthcare.",purpose this study aims to investigate the adoption and use of electronic health record systems ehrs in tanzanian public primary healthcare institutions the study s objectives include understanding the factors that affect ehrs adoption identifying implementation challenges and evaluating the effect of ehrs usage on healthcare delivery by addressing these research goals the study aims to contribute insightful information on the current level of ehrs adoption in tanzanian primary healthcare facilities and contribute to developing strategies to improve ehrs deployment and healthcare in the nation design methodology approach this study combined quantitative and qualitative data using a mixed-methods methodology both data types were collected and analysed concurrently using a concurrent triangulation approach the study aimed to comprehend the variables that affect the adoption and use of ehrs in tanzanian public primary healthcare institutions eleven regions spanning various geographic locations and urban rural dynamics were chosen as research sites a survey of healthcare employees was conducted with a sample of healthcare facilities the questionnaire had closed-ended and open-ended questions to gather quantitative and qualitative data descriptive statistics and thematic analysis were used in data analysis throughout the investigation ethical standards and confidentiality precautions were observed findings several factors affect the adoption and use of ehrs perceived usefulness and use support and training interoperability data security and privacy business culture and leadership are all factors inadequate infrastructure power interruptions duplication of effort and a lack of data analytic expertise were among the difficulties among the effects were improvements in data management service delivery and coordination productivity and efficiency medical supply inventory control billing and revenue collection originality value this study which complements earlier research that has concentrated chiefly on specialised healthcare settings gives new insights by investigating the adoption and utilisation of ehrs especially in primary healthcare institutions the findings give policymakers and healthcare professionals in tanzania and other nations vital information to help them decide whether to embrace and use ehrs in primary healthcare
